comment,toxic
"полн серьез герман швейцар австр голланд мог предлож помощ","0"
"кстат част сет виж негативн высказыван насчет город особен ебуч сопк блин учитыв недостатк относительн удален цивилизац кайф тянет жит мск друг мест","0"
"саудовск арав кита договор включ китайск язык учебн программ","0"
"чист мусор - херн дворник что-т технологичн китайск пластиков совочк веник хворост проблем жлобств - брос окурок асфальт жлобств - нежелан заплат чистот","0"
"видим тк оф.са инф","0"
"дан контекст тяжел подума что-т кром карточк фот прилага","0"
"ок спасиб наводк","0"
"паркет доста предыдущ хозя прост комнат ремонт ещ добра )","0"
"серьезн ? скин пожалуйст пример международн переговор кто-т кому-т говор дурак ?","1"
"поч проверя американц ?","0"
"ответ бат говор аккал","1"
"вообщ так плат надева ? толк одинаков","0"
"куч так виде перевоплощен постро китайск кюшон покрыт плотн бб куч корейск бб разн степен плотност )","0"
"сут так жест - популизм пиар отмен банкет смысл - эконом иб деньг потрач наоборот просра кусочек бюджет рад бесполезн обществ жест","0"
"помн странно-стремн сцен син пингвин","0"
"жизн изобрел любознательн аг так ! ког предлага ритуальн топор ручн работ !","0"
"прич количеств ссср особ слав","0"
"минус минус даст плюс ?","0"
"интересн тем однозначн аж привел игроиндустр тем сюжет законч появля путешеств времен","0"
"так проигра интернационализм вообщ дурн влия сохранен результат производств внутр стран","0"
"цифр структур экспорт ? эмоц ?","0"
"увол сотрудник ( ов ) оплат штраф неверн информирован максимум перекроет прибыл","0"
"постав год гараж спуст год взыска","0"
"лет плотн знак алкогол студенчеств вообщ мрак лет сне прошл взял рук каза пил вообщ год потихонечк подсел пив снача 1.5л раз недел год 3- 3,5 л. ден 3-4 раз недел замет перешел тяжел артиллер ... пар тройк лет стабильн рац","0"
"закон сохранен энерг рул","0"
"драм триллер персонаж туп ? аналог - телефон будк продукт получ совершен разн поч долж получ одинаков ?","0"
"дырочк мозг тех абсерватор гноб ... !","1"
"глян ... 22-26 тысяч рубл","0"
"заголовк какой-т сарказм чувств причин виж имен дан случа - плох никак ажиотаж вокруг американск закусочн доступн всяк забегаловк сервис ?","0"
"молотов никак мен дел дошл никт дом молотов швыря дума швырнет т.к дом самостоятельн част больш здан раньш коммуналк наверн что-т друг","0"
"игра дурак любл самовлюблен хитрожоп люд котор счита умн друг посчита нужн напиш дан момент виж смысл так леч врем","1"
"вообщ заблужден ссылк ютуб объясня момент","0"
"шла мам уч !","1"
"предполага причин перв действительн вынужден мер европ ещ год подня возраст процвета поч подня ? втор причин путин специальн обостр ситуац предполага понадоб","0"
"брат мо сосед общежит хорош парен добр ...","0"
"частн случа спрашива равн вскрыт","0"
"чита сдела лет . - платн очен дор","0"
"полага нынч раньш указа выш причин","0"
"врод деньг дар рабоч коллектив принят ...","0"
"sql иньекц прост мо метод устарел ..","0"
"u zagori na izvoru rijeke ikole stala bra a da obrane na e domove stoji hrvat do hrvata mi smo bra a svi ne ete u avoglave dok smo ivi mi","0"
"краснодарск кра жив прошл год нормальн посылк доход позапрошл привезл бит телефон ещ брал почт","0"
"снима внешн элемент кузов ?","0"
"норм топлив топлив","0"
"ан тан повернул","1"
"почита книг полност ? чита интернет непонятн оборва дне приказ","0"
"последн стад умира все.есл последн помн 2-а трет процент умира течен лет.20 выздоравливают.знач год обязательн год смерт","0"
"скажут - стар педоф собра девочек насилова","1"
"эт мудак суд комментар хвата","1"
"разбавля самогон употреблен друг напитк котор готов употреблен сраз вкусн ?","0"
"забыва счита толщин стенк материа немн кажд десятилет материал станов","0"
"псих ! ) как-т скат казан зорб чуствова колобк остатк мозг растеря жизн блуд впиш ) вестибюлярк прост слетел катушек детств мечта стат космонавт )","1"
"обычн тем длин госденьг перекредитовыва","0"
"сут книг меня мног правд имеет мест","0"
"дума озадач маринад придума мяс сдела мягч ) прост обычн свинин ед говядин пол год щас по-скольк нача снима нужн изуч вопрос )","0"
"раз проход выход прочита книг прошел сердц туссент бо прокат обновлен разн игр старт патч длс дума част перепройт","0"
"исследован чистк паст эффективн чистк паст процент 15-20. иллюз созда благодар освежа вкус","0"
"нача выясн поч вид сперед сто диаметр идет лепестк диаметр фаск r36 возможн ошибк конструктор изначальн сдела две выточк - диаметр заготовк диаметр 70. снача зажима заготовк соответств выточк точ сверл растачива фрезер вся прав част зат зажима отфрезерова лепестк d70 заб выстав индикатор дела лев част точ рвстачива режеш резьб фрезеруеш","0"
"абсолютн автор привел никак пруф предполож происход обычн трех лет","0"
"умышлен искажен правописан )","0"
"подозрен эт котоламп прост ловл лулз указан город указан фамил люд истор проч несоответств истор указа друг коммент","0"
"кстат пада пятилетк след","0"
"нам так рождаем из-з отсутств услов смертност больш ?","0"
"полнометражн игров фильм сериа нетфликс назван королевств кин сериа нич связа","0"
"написа чем врод все правильн трактовк настольк расплывчат сказа отчаст вредн помн водительск удостоверен например полноцен удостовер паспорт запис нем подлин","0"
"ствол хуж пок поднимеш снимеш предохранител итд труп метр боец нож успева нанест удар неготов противник вооружен пистолет прежд начнет стреля больш холодн оруж отмахнут намн быстр оппонент друг тактик изберет врем основан видос ютуб инструктор стрельб бо нож реш провер наскольк реальн внезапн нападен пест отб","1"
"укладк напольн плитк сам главн - полн заполнен подплитн пространств кле ваш случа плитк укладыва сло порекомендова использова свп поможет избежа появлен зуб стык двух соседн плит неравномерн усадк кле","0"
"кстат дета двух мест расстоян ним 68мм прочн закреп получ люб случа мм втор 5мм","0"
"солнц польз вред сильн","0"
"завися барист блеа .... барист - м. р. ед ч","1"
"э парен дерьм собач обмаза ?","1"
"качеств жизн прож достаточн долг куч сопутств заболеван","0"
"добав фотк год - зна","0"
"марсианск ! птэ пуск эл.двигател холодн состоян раз горяч","0"
"бридж бард хоч лет назад юн чо всем угод например утр спат лож част ?","0"
"бюджетн сфер масс вариант привед пример дошкольн образован дума медицин такж примерн воспитател люб дет искрен люб работ имеет высш категор больш стаж всем потолок зарплаты- тыс выш прыгнут всем желан работа как вариант ? постав получа ? дума медик примерн","0"
"отвеча вопрос денег никт прос ( кром таксист выезд москв сад ) давн хот побольш узна автостоп прочт книг а. кротов практик вольн путешеств все тем","0"
"вариант щетин мест сед выгляд очен брит","0"
"стил дешев голливудск блокбастер друг сосед слыша хлопк оста цел стекл автор повылета стран вообщ задума бытов мелк происшеств быва люб производств главн - оперативн мер устранен собствен сдела цифровизац оптимизац производств вполн нормальн вещ иронизирова из-з все вообщ ту степ идет - довольн нелогичн","0"
"пмз-шка монстр одея стега сапог прошива шинел строч так машин","1"
"эх .. питер москв так дом снес очен рад торгов центр развлекательн комплекс многоэтажек","0"
"никак выбор ? ) че счет будут оплачива выход работ ? ?","0"
"баб нос помеша хуйн котор твор ?","1"
"диодн мост мост сопротивления.он меря сопротивлен микро ом","0"
"том-т дел тест ясн сезон начнет все","0"
"интересн точк зрен бухгалтера-зарплатник кадровик легк перейт четырехдневн недел полн оплат ? счита переработк врем работ котор наработа предел четырехдневк предел сорок час ?","0"
"лет назад жил дом одн подъезд звон скор травм голов близк человек оператор опрос об всем доход вопрос номер подъезд говор подъезд номер висел холодн тон повтор вопрос быстр попыта повтор ответ боя ошиб подъезд скор нем подъедет далек идт мо номер попытк брос трубк вывел травмирован улиц сраз картин замет сосед машин минут приемн отделен","0"
"правильн стран власт гавн автобус отличн справля маршрутк нужн стран гавн - полукримина хренов работа автобус маршрутк стрем все-равн нужн нормальн транспорт нормальн сет нормальн расписан пример жизн жил питер кром метр нич невозможн пользова хренов работа хрен разбереш работа т.д приеха мюнх знан немецк втор ден идеальн разбира люб точк город люб друг доеха автобус трамва s-bahn u-bahn смартфон прост логичн удобн дешев ( минимальн зарплат евр час проездн месяц кольц ( довольн кольц дальш окраин ) - евр вид транспорт ограничен ... т.е небольш квалификац опыт работ проездн вид транспорт - рабоч час ... удобн круглосуточн т.д ...","0"
"осуд легк кажд да бог сам оказа подобн ситуац ! узна существован ребенк год смерт ... вещ собира сестр предлог подруге.н зна ситуац все продела работы-н сто осужда ! сем дет родител ком забот сам ещ работа состоян помочь.н суд судим будет ! ! !","0"
"далек могут пользова станк электрическ","0"
"образован ! проститутк леголизац пуст е покора","1"
"принцип зачита","0"
"спасиб ) вопрос провод сверх наконечник ( одиночн ) поч сниз автомат ( кром номер ) ?","0"
"так хун реализова имхонет увидет пользовател котор оценк фильм книг совпада тво дал убыван сам больш совпаден дал убыван все заеб пок проект закр","0"
"поч европейск стран мусорн бак стройплощадк профлист огоражива экс-ссср ( ) стран так додума ? дальш ? пластиков лист забор будут ? картон коробок ? профлист выгляд трущоб гаит люд став собствен участк ? круч забор покрышек ...","0"
"люб арм лос стад порвут","1"
"итог оказа непра всем разобра виновн нашл","0"
"разрекламирова станк ком реальн нужн ? кассет сто 300-400р побр нормальн 1-2 раз придет выбира либ подава вид брит терп бол либ брит трат 100-300р кассет подар те деньг нескольк упаковок хорош одноразов бритв bic обрадова нескольк лет валя gillet fusion подарок красив бесполезн дорог мужик настольк богат покупа кажд кассет бритв дар как-т глуп","0"
"говор адольф прав проигра войн власт мир жид пишут истор бел человек развращ ! минус скольк влезет друз","1"
"мог комфорт еха эконом пример мог дел зайт полчас т.к фраз пар минут несет соб имен значен времен промежутк минут","0"
"- парол тво мобил ? ! ! ! .. gifx","1"
"племянник точн куп небольш нюанс помн слишк существен друг город мо так слыша","0"
"смотрел фильм сказа нашел смысл нем потрачен времен жалк прост немн жизнен опыт","0"
"получа тысяч рубл хвата дне месяц дне занима рубл месяц меньш дне экономл рубл мог откладыва кажд пятниц говн","0"
"вообщ коммунизм нескольк ин все сжига как количеств энерг дел поравн похер пользова особ умн оста вообщ свет","0"
"знаеш лондон проверя происхожден капита ? должн -- попроб приписа лишн хуев сантиметр сраз депортац ! )","0"
"врем сна - понятн классн дива отлича кроват люб худш сторон интерес наскольк заморочн складыва раскладыва убира куда-т постел ? наверн нюанс перестилан простын ? все прощ диван ?","0"
"вопрос повод уменьшен дофаминов рецептор наскольк зна логик таков - дофамин ( дан случа ) выделя част мозг реагир увеличен количеств рецептор отсюд паден чувствительн дофамин поч станов меньш ?","0"
"дела сортир стран","0"
"многолетн тенденц мо детств половин друз жил матер отц","0"
"художник респект так бокал получ картинк","0"
"спасиб посмотр цен","0"
"снача прочита рюкзак крут трюк никак мог поня прич происходя гифк","0"
"заземлен быва неисправн","0"
"дважд забыва водительск куртк дважд останавлива гаец дважд выписыва штраф дважд пробива баз дважд отпуска постановлен сторон штрафстоянк реч шло","0"
"пробова ещ раньш дисконнект лива раз получ отыгра ход оста последн сервер прот и десятк попыток заб ..","0"
"бес бес понел","1"
"интересн точк зрен","0"
"когда-т вер справедлив воровск государств вор долг сид сядут быстр выйдут устро работ хуж прежн","1"
"класс глаз испортил.тепер хуж хуж зрен ( -5,5 диоптр ) книг прочита толк никак основн теперь.н чита наверн","0"
"нюанс котор хотел разглашать.н например личн неприязнен отношен местн медработник биологическ мамой.н опять-так личн отношен работа-разн вещи.н сожален большинств особен небольш поселк разделя этого. прав кажд сих здравств вся мамочк реальн жалк жил рвет-дет муж помощ нужда плюс домашн хозяйств практическ счет котор живут иб как зарплат пособ сам понимаете.раньш всем эт супруг занима плюс зарплат какую-никак дом приносил. ещ неизвестн встанет ноги.так дел кажет стольк финанс скольк тотальн моральн устал женщин","0"
"минимальн ширин пут эвакуац метр могут возникнут проблем занос крупногабаритн мебел )","0"
"хвост лиза операц оказа нервн проп успокоительн норм ваш ? перенервнича операц лижет ?","1"
"постав ним смотр будут слюн глота овощ посасыва","1"
"далек богат зарабатыва средн зп спб обязан долг им торгова из-з 50-100 рубл нормальн ? объясн дан традиц ? перв виж так езд прода как бню конец город рубл торг из-з дватцатк таксист ноч жоп полтинник ясн дет дохер денег возможн переспектив ежедневн эконом поездк сэконом пар тысяч год позвол куп лишн памперс доч понима случа рядов ситуац щекотлив понима мир смысл блят торг из-з пачк макарон ? извиня бомбежк","0"
"нескольк отправля деньг яндекс кошелек дошл мужчин конц трубк очен мат руга должн доход писа конверт индекс обратн адрес ?","0"
"blame ! напомн очен т.к blame ! жанр нф найт невозможн","0"
"сосед котор могут беспоко довольн быстр переезжа здан напрот","0"
"фишк тест провер друг мест желан ? ) кто-т получ щам мошенничеств подделк документ )","0"
"оборотн сред посад клетк звер долг навсегд","1"
"кита социальн рейтинг","0"
"говор ) реч обязательн обеспечен жил","0"
"рептилоид заб упомянут","1"
"минусатор сос ху","1"
"недел назад держа оправ рук - посмея показа супруг ... полож обратн дел москв тц триумфальн окол черемушкинск рынк","0"
"бо так количеств угл воздух скор вообщ проср","0"
"мног учредител кстат 90е так твор стат хват прост попа","0"
"ситуац отправ брекет став сраз иб бессмыслен восстанавлива стачива","0"
"мат мо нежн девствен чувств оскорбл","1"
"наверста упущен большинств крестья ри чита умел ? ссср качеств образован догна ри многократн перегна","0"
"тех говор пар ход кажд втор примерн отмеча ход пар большинств преподавател тех котор отмеча","0"
"врод нормальн жесткост вод водопроводн максимум нужн - механическ 1-5мкм угол","0"
"дума банк полн денег счет тех плат плюс люб правительств оаэ помогл налог","0"
"песн высоцк ровн тем","0"
"случа прыщ фотограф вообщ никак доказательств девушк заключен врач суд прекрасн знают фотошоп фотограф приобщ материал дел дополнительн экспертиз фотограф явля юридическ документ отлич чек договор оказан услуг водительск удостоверен","0"
"пример наш либерал сил сво скудоум докат откровен фашизм так наш либерал ? пример ?","1"
"какой-т сложн ребус перевод ?","0"
"некотор х )","0"
"прошл недел телефон заряж звон квартир - гудк шли одел вышел улиц - телефон выключ явн благ намерен человек","0"
"дожда еха отпуск оплат всяк зна деньг пошл крыш округ дела исправн","0"
"желан вып зашкалива - начнеш срыва близк ситуац куп фенибут рецептурн препарат некотор аптек куп рецепт заснут вечер поможет","0"
"штык винтовк мосин кстат четырехгра ) вытаскива горазд легч друг штык сил сво геометр отверточн заточк конц","0"
"мог ошиба врод сделк треб гос регистрац могут соверш вид расписк тарака регистратор меша эт сделок действ общ требован гк форм договор написа прост письмен соответствова обычн вид договор кажет имеет значен текст определ существен услов","0"
"вижурифм сын куриц обижа ? дерга кос ? муча котенк ? бо ! убежа прост","1"
"двигател нуж кислород поднима шар пар лет назад p s хот цифр организатор шо .очен стран конц капсул вис точн задан высот плюс минус метр","0"
"безопасник пор беспардон быва","0"
"спасиб наконец-т замен обоин котор четверт год сто )","0"
"очен понрав ?","0"
"дорог друг радикальн долбонут феминистк - показыва обвисш сиськ рис плакат сто гор мужик феминистк здоров человек - люд котор пыта донест обществ девушк хочет умеет сможет выполня какую-т работ уровн мужчин дел образован способн человек ног пыта донест обществ изнасилова уб 12ти летн девочк двор е собствен дом вин имен эт взросл мужик растл уб ребенк девочк прошл одн пут дом магазин джинсов шорт сам спровоцирова очен аспект котор бор работа обратн сторон хочет мужчин учител танцор - пуст эт мушшск прафеесс - ид нахр люд нужн относ заслужива реш обществ посмотр пол чем адекватн феминизм изменен окончан","1"
"восток смотр сволоч ...","1"
"як д лета багажн отделен советск врем билет летел нескольк сем дума пропуст","0"
"слов угроз тяжелое.как мне.прост причинно-следствен цепочка.увиж пакет-высыпл кажд двери.кром этаж ник смысл став мусор.т выш едут лифте.так оста свин этаж","0"
"сут алкогол табак вредн вредн алкогол табак сто добавля вредн трав наоборот развит стран провод борьб курен возможн запрет алкогол табак последств моментальн сдела ( см попытк сух закон разн стран ) росс пыта борот употреблен табак ( запрет кур разн мест подорожан сигарет ) алкогол ( запрет продава ноч лиценз продаж цен )","0"
"деревя елд сбок котор держат верхн полк порт ве вид пропорциональн всем остальн похож стил","0"
"- держа дом век блят держа можно-т ? ) вещ стиралк закинут минут пропылесос ? ) говор так модел сем дет подход инач станов трутн","0"
"2010-2013 смотрел смотр завис област регион город например смотрел смотр сказа будут дальш смотрет","0"
"част быва магазин художествен всяк товар краск ( масл акр акварел гуаш ) цвет тч красн сто сто практическ одинаков ультрамарин намн дорож","0"
"утилит прошивк разобра пропатч действительн одн проверк ( карточк founders edition зашива биос карт так чип кастомн дизайн ) прохожден отладчик оста проверок упер сам конц сам видеокарт ( прошивальщик pmu ) проверя отверга прошивк ( мол льеш прошивк вообщ друг графическ чип ) видим оста программатор шит","0"
"врод добавля концовк ещ вчер телефон подыха стал","0"
"ваш тезис ? поставщик исходн материал охренел планов запас хват отда все передовик производств остальн участк оста сыр отк ушел переработк контрол сверхпланов продукц ресурс залож склад - прост крыл чист французск ( пурку мишел ? ! ) мест складирован сверхпланов продукц предусмотр сбытовик прост понима кда все дева вся логистическ производствен цепочк пошл ... поперек борозд виж производств цепочк взаимосвяза процесс сист работа непосредствен каком-либ производств ? нарушен работ одн элемент систем привод сбо систем цел соглас нюанс описа произойт тотальн долбоебизм неумен минимальн организовыва заготовок котор сдела смен сдела пол-см ... станок переналад след детал стоя принцип современ организации- дела стольк скольк трижд план передела никт теб подгоня детал нужн поэт сбо систем цел передовик приведет никак принцип надела брак п.с сам систем передовик актуальн дохр выш возможн реальн сдела сильн сверх норм люб шевелен нормальн производств оптимизир этап внедрен основн цель- снижен затрат разн род ущерб","0"
"шутк психолух","1"
"подробн гражданств ?","0"
"прост вариант ( зна подробн ) лех вырос оператор инженер штат предприят выгод выгодн вызов","0"
"все нача разрушен союз вообще-т союз разруш сам жители.чт хотел получ","0"
"смысл ? сторонник н равн одн слов властьпридержа повер отреагир ключ задерга ! отмазыва !","0"
"пробл виж недел две назад проверя висел подобн объявлен ден проверк прихож вечер дом двер записк записк отпечата уведомлен штамп горгаз дат ближайш проверк просьб дом ниж фи телефон сотрудник позвон сказа график работ дурацк врем дом мог наход договор мужик придет удобн пришел провер ушел никак пробл штраф заня минут телефон разговор минут проверк из-з сыр-бор - понятн","0"
"возможн проекц так монстр заставля человек дума проекц плотн","0"
"вообщ так ситуац поменя батар заплат слив стояк батар вод лет ( пакл ссыха ) слив стояк ведом сантехник сдела алгоритм идет инженерн бюр выписыва бумаг скольк как батар постав ваш помещен ( основан характеристик городск систем отоплен ) став подп прос оплат расчет дал слив вод долж дела сантехник попрос бумаг поменя приход подписыва установлен соответств расчет выда инженерн бюр пода вод обратн стояк уда поменя прост - привет сантехник заб сво обязан","0"
"дума уровен жизн довест так состоян украин рф сам","0"
"каса люб бизнес входн билет тысяч","0"
"ох мерзотн кусочек бел фон справ аватар","1"
"начина взыма плат управлен просмотр перв случайн нажат пауз попытк включен архивн передач","0"
"скин мастер сколько-т ачивок лиг скин мастер ит шоп фан-арт арт пасхалк изменен атлас вусмерт зафотошоплен коспл вобщ вариант ответ покопа редд нашел редизайн - наибол вероятн адекватн наибол скучн вариант","0"
"мажин взят довольн быстр","0"
"правильн вызва так пидорас уч","1"
"спроектирова лестниц сраз площадк ( жен хотел площадк никак забежн ступенейд ... домик собра - поня буд голов перекрыт бит передела забежн собра приеха жен - сказа удобн коллег ппо работ рассказыва - сосед дач отстро охуен дом прям все просчита все удобн все сво мест лестниц заб пришл пристройк дела лестниц","0"
"знач развива трафик аэропорт дела убыточн всжд дума ваш хотелк автоматическ пропадут увид ценник поезд томск новосибирск напишут цен самоокупаем понят достаточн необходим невозможн выполн хотелк люд - денег хват","0"
"регион стал","0"
"индустр игр - благотворительн ? получ возможн заработа денег сдела част покупател скидк поч всем ? заработа денег - важн зада вопрос поч эпик могут брат так комисс стим дерет ? понятн поч хочет зарабатыва дела пок разраб получа денег - пользовател хорош студ банкрот ввод лутбокс рвут игр длц выпуска игр мобилок вмест нормальн платформ имен инвестор треб больш доход игр сто бакс лет назад разработк игр стал значительн дорож масштабн скольк принесет игр завис времен разработк след будут вынужден идт разработчик стран понима снов привод пример консол эксклюзив имеют существен выгодн услов активн поддержива платформ име итог ? пк ноет сингл игр вымерл одн батлроя проч сессионк т.д консол времен год детройт хорайзон спайдер мэн год оф вар рдр ... рассказыва выгодн услов разработчик плох платформ спонсир плох прост глуп","0"
"ел работник оформл легальн плат налог работодател дела положен отчислен пенсион фонд поч долж получа пенс ?","0"
"заказыва книг лабиринт лет нем увер раз попада брак мят книг","0"
"гашишн психоз шизофреноподобн расстройств психик формир длительн ежедневн злоупотреблен психотропн препарат конопл внешн признак позволя заподозр налич психоз нарушен координац движен ( особен походк мелк моторик ) невнятн произношен слов ( речев орга предельн расслабл ) бессвязн реч вял мимик ран стад гашишн психоз характерн слухов галлюцинац фоб сверхцен ид бред преследован раздражительн обидчив поздн стад преоблада апат депрессивн настроен постоя безадресн злост","1"
"аг год возможн электрон подп остальн утоп всем остальн яхт покупа непорядок !","0"
"размер существ рынк пожалуйст выдержк рекламн слоган","0"
"гот отда 7к запрос","0"
"уважа нужн внимательн чита описан товар !","0"
"массов ? 100х100 ? пят участвова четырех трех больниц массовость-т ? ? ? хот класс класс ? человек ? ? ? наипалов","0"
"хозяев так дом приход малахов кудахчат ко-ко-к постро дом 10лям бесплатн раб поч подвезл лет о о о природоохра зон а а а налог тыщ пришл говор сво дом бесплатн сто домищ ник нужн год говор блин квадрат этож дела хот росс люб","0"
"о зря ( сто пикаб дава сво адрес личн страниц вк","1"
"нда леч человек русск банд мил чурк говор мол национализм фашизм ... общ копн националист проявля фаштист","1"
"блят несеш ... стоп - бабк подъезд ?","1"
"бляблябл жрал буээээ","1"
"чо хот домрф - детищ шувалов нужн чем-т плат перелет собачек бизнес-джет","0"
"кром хуйн прочита друг хуйн наплюсова час пикаб - помойк","1"
"остров жил эт повод печал земл плоск некотор утвержда оттуд все равн видн лиш км двинск возл жив спб уныл здан меша видет прелест морковк","0"
"одн интерес поч ряд модем тус белк ? мод бер грилс котор живет лес ?","0"
"километр трасс прям минут доезжа","0"
"когда-т торгова краск заинтересова сам дешев сам дорог сам дешев сер сам дорог - красн ровн наоборот пост объясн имен цен пигмент природ нормальн красн красител ржавчин стар технолог - прекрасн красн цвет какой-т грязно-коричнев сер цвет никак пробл ещ смешиван легк получ ещ дорож нек пожарно-красн котор имел особ ярк красн оттенок дальш шли всяк нестандартн пост описа рецепт разряд сдела дешев заменител краск доступн мусор нахрена-т приплел физик звезд","0"
"ставк ппс так пробл существ точн зна простав событ котор дают максимальн лим р сумм равн немн поднапряч одн контор закр лин дал лайв случа сдела","0"
"понима безопасн тех част работа люд ... блин ! объявлен сокращен срок сво жизн из-з курен ... чаэс ? ! серьезн ? окаж окружа фактор курен меньш дума сокраща срок жизн","0"
"интересова зна интересн эт штук кмк корректн называ перв сохран ньепс - голов","0"
"спасиб ваканс брат !","0"
"товарищ майор видн - )","1"
"обязательн свежачок удовольств слуша 2000ы ран ) настольк разбира цел слов краст-панк нечт нов рос основн популярн врем музык металлик пантер мен попсов - сайсайда тенденсес )","0"
"потеря денег моем выиграш потер денег плат теб бк друг игрок","0"
"6км центр яблон цветут прям удовольств метр ход )","0"
"практическ люб магазин прода час настен ещ способ передела настен час ход обратн сторон погугл прост наход )","0"
"ах голосовател пикетировщик результат процесс начат последн реформ медицин минутн решен","0"
"помн лэнгл майор хромченк говор мол дебильн упс ...","1"
"формулировк точн скор имел ввид вмест ( имуществ муж ) получ ( разделен наследник перв очеред )","0"
"вид туп звуча факт boom приложен вконтакт оплат подписк boom безлим отсутств реклам вк оплат вк платн сервис boom тип бонус всяк случа предполага","0"
